uniqueID,drugName,condition,review,rating,usefulCount,sentiment,score,prediction
10667,spironolactone,acne,spironolactone has been a miracle drug for me. i      ve suffered from acne since the age of   . i      ve tried every pill and cream that my parents could afford. nothing has ever fully worked because my acne is hormone related. if it did help  my face would be red  peel  and break out again once i discontinued the product. a friend introduced me to spironolactone and my life has never been the same. it took a good   months for me to see even a slight difference. but  .  years later my face is clear and has been ever since. i would highly recommend spironolactone. just be patient for the first  -  months  but you will see results.,10,62,1.75,9.188929319464659,9
149951,soma,muscle spasm,i was diagnosed    years ago with fibromyalgia and a multitude of others as well. for the first    years i couldn      t get anything to work. i had every kind of muscle relaxers  narcotics  etc. nothing worked then by chance i had to go to the eras i was in so much pain in a flare and they put me on soma. i couldn      t believe that i actually got relief. it was the only thing that i had no side effects and could actually fall asleep. it was a whole new world for me. ,10,64,1.0,9.207574622465472,9
88881,tenuate,obesity,i      ve been taking tenuate for   months. i      m very pleased with results  i      ve dropped   dress sizes and   lbs.  one thing i      ve found to be the key to my success  is working out and making sure i eat enough calories. i only want to lose   lbs more pounds and i      m keeping  quot the faith quot   that i will accomplish my goal.,10,63,1.67,9.19836037388949,9
60052,nuvaring,birth control,the nuvaring has been absolutely wonderful for me. i      ve been using it for about   years and i just can      t say enough good things about it. it      s so easy it is to use and it      s been extremely effective  not just in the obvious prevention of pregnancy  but also with controlling my acne and maintaing my weight  no moodiness  no depression. i understand that there isn      t a  quot one size fits all quot  when it comes to birth control  but i would recommend to anyone that they at least give this a try to see how it suits them. since it seems that everyone goes online to post their horror stories  i just wanted to say something positive about the nuvaring because i think it      s one of the best forms of birth control out there. i      ll never go back to the pill!!,10,64,1.5,9.207574622465472,9
156027,cialis,erectile dysfunction,i      m    years old  i started noticing that i could get hard for a good    minutes  but after that ed would make my life miserable.  i wasn      t able to ejaculate  so i went to the doctor.  he said i am in perfect health  that i was kind of young for ed  but he      s seen younger men with the issue.  he prescribed the  mg pills (i had a voucher for a free trial of    pills).  it is so hard to describe how a man feels when he gets his confidence back.  i was rock hard  and my wife - well  let      s just say she loved the test drive!  i don      t want to get too sexual  but i      ve never ejaculated as much as i did - ever.  i feel like i am    again  in the prime of my life and i cant wait to be with my wife again!  very happy.,10,64,1.33,9.207574622465472,9
230839,milnacipran,ibromyalgia,i have been taking savella for   years now.  it really helps relieve my fibro pain.  i was extremely reluctant at first because of the price.  my dr. insisted i take it and i thought it wasn      t helping at all  but i continued to take it anyway because i was desperate for relief.  there was a week i forgot to put it in my weekly pill boxes.  my body was in so much pain!!  when i discovered that i had forgotten it  only then  did i realize how much it helped.  i am thin  it doesn      t cause me weight gain.  i now am back to working full time and am productive again.  stay strong and keep pushing fellow fibro sufferers. ❤❤,10,64,1.0,9.207574622465472,9
210933,mirtazapine,depression,"this medication worked within   or   days and now i am back to my normal happy self.
my depression journey: 
depression started to show itself during year   of highschool  and continued to get worse until i finally reached    years old and decided it was time to get help. i started seeing a doctor who prescribed ssri sertraline  then went on to see a psychologist  then finally a psychiatrist. during this time i went through zoloft    mg  celexa  cymbalta and whilst zoloft  quot helped quot  a little  it wasn      t until i tried mirtazapine (avanza  remeron)   mg that i finally had a restful sleep  my appetite came back  and my smile came back  my self esteem and i suddenly realised i was back to normal. and my libido returned! 
keep going  never give up!",10,64,1.25,9.207574622465472,9
52006,adipex-p,weight loss,i would recommend this pill to anyone! i started taking adipex   .  mg only last week  and i am already down    lbs. thats crazy! it doesnt make me want to eat i actually have to remind myself sometimes to eat. and i was always the girl with food in her hand. i havent done much excersise just walking on nature trails. bit for anyone wondering if it actually works  the answer is yes!,10,64,1.0,9.207574622465472,9
229271,tadalafil,erectile dysfunction,needed help getting harder  longer lasting erections. first tried cialis   mg a month ago. very satisfied and no side effects so. easy use and find it effective even after   -   hours.,10,64,2.0,9.207574622465472,9
20320,macrobid,urinary tract infection,i absolutely love this medication. works really fast  i didn      t leave me with any side effects  and makes me feel better within a few hours! i will never take another medication for a urinary tract infection again besides this one!,10,63,1.33,9.19836037388949,9
116063,lorcaserin,weight loss,i      m    and have been at a stand still where my weight is concerned-i have reduced my sugar intake and all around carb intake-no longer really eat breads and i exercise about   days a week-wasn      t really getting anywhere so i asked my doc to give me something as a jump start.  i started belviq on  .   and now    days later i am down   pounds and i feel great!  no side effects and i feel alert and in an awesome  mood!  i      m picking up my first month supply and can      t wait to see the result after being on it for three months.  i      m           and started out at     and now at     and my plan is to get down to my goal weight of    !  i      ve never felt so great and energized and hopeful!,10,63,2.0,9.19836037388949,9
208595,forteo,osteoporosis,have been on forteo almost four months. at first i had mild nausea and my appetite was down. but now my body has adjusted to it. compared to all the other medications i tried... the side effects were nonexistant! hope to get a good report on my next bone density test.,10,62,1.0,9.188929319464659,9
41714,clonidine,high blood pressure,had high blood pressure and felt really scattered  hard   focus  couldn      t meditate  anxiety  when trying   go   sleep   night  heart would beat really fast then skip a beat or two a few times  then would slow down  but heart rate was higher than it is now that i      m on clonidine. it has helped me to focus to calm down to meditate  just altogether my energy is much more positive and upbeat and happy. everyone is different and responds differently to medication  but .  mg of clonidine has for me made such a huge difference in my physiological and mental health it seems like a miracle drug to me. thank god my dr put me on it.,10,63,1.5,9.19836037388949,9
95930,sertraline,generalized anxiety disorde,i started zoloft   weeks ago  very skeptical about how effective it would be for me. my anxiety was through the roof every second of the day. i was also taking ativan  mg twice a day to be able to function.    weeks later i am a new man.  the first week will be tough as i experienced nausea and completely lost my appetite.  lost    pounds in a matter of a week and a half.  trust in the medicine and let it work its magic.  i am currently tapering off ativan because zoloft is doing its job,10,63,1.0,9.19836037388949,9
152251,ciprofloxacin,urinary tract infection,i was seen in the local er  for uti  was taking macrobid didn      t work .so the er doc gave me cipro    mg twice day for five days.only side effect is weird dreams and thirsty.this med works!!,10,63,1.0,9.19836037388949,9
45149,fluoxetine,anxiety and stress,i previously took celexa for gad  but it stopped working. switched to paxil. paxil is great for anxiety but it gave me constant nausea that wouldn      t go away. i switched to prozac. the first   weeks on prozac  it gave me more anxiety  nausea and unable to eat a lot. after two weeks  my anxiety/panicky was reduced  appetite is good again and sometimes i will get bouts of nausea. so far  prozac at    is working pretty good. i also take valium   mg as needed once or twice a week.  valium is amazing. when prozac is not working well on certain days  valium is used to smooth things out.  valium is a good rx since it will stay in our system for a longer time. if you use it scarcely  you can use valium for life. prozac  amp  valium: excellent together.,10,63,1.1,9.19836037388949,9
75000,nitrofurantoin,urinary tract infection,i absolutely love this medication. works really fast  i didn      t leave me with any side effects  and makes me feel better within a few hours! i will never take another medication for a urinary tract infection again besides this one!,10,63,1.33,9.19836037388949,9
8976,viagra,erectile dysfunction,i      ve been using viagra for several years  and have never noticed any significant side effects!  until recently  i was cutting    mg tablets into    as   mg was working very well  with no side effects whatsoever!  i      m now   yrs old  and am finding that i need at least   mg to  quot get the job done! quot   i can      t complain!  thanks viagra!,10,62,1.0,9.188929319464659,9
88366,adderall,adhd,i was diagnosed with adhd when i was   yrs old and pretty much just learned to deal with it until age   . when i started  th grade  my parents put me on the meds and i absolutely love it! i      m so much more successful! plus i feel better about myself as a person. i don      t know how i went all those years without it. its definitely made my life better.,10,62,5.0,9.188929319464659,9
88421,adderall,adhd,i am almost    yr old female just  diagnosed with add/adhd. in elementary school super bright but would finish my work quickly and disrupt the rest of the class.  i was never considered hyper just a little  quot naughty quot  and disrupted.  now looking back as things in my life have become more disruptive as i age.  couldn      t hold a job lately  drink too much etc.  i have the adderral now and that      s great. however  when i read about it not working or it becomes less effective  i get nervous because i don      t want to be that disruptive unemployable person.  i met a doctor who has add as well.  he found that simple blood hormone test and restoring your levels can assist in using less medication  making the medication more effective and less side effects.,10,61,1.17,9.179273716124953,9
208724,indocin,"gout, acute",the best working medicine for my gout.  pain reduced   % within the first hour.  i      ve tried steroid packs and other medicines but this works and works fast.  no side effects for me but i follow directions and usually have some food in my stomach before taking.,10,61,2.0,9.179273716124953,9
186998,nature-throid,thyroid cance,started on levo/synthroid after surgery a year ago. had lots of leg pains and just didn      t feel good. then tried armour - better but still didn      t feel right and still had leg pains. now i am on nature      s thyroid - feel much better and no leg pains. i have increased to   grains started at   and  / . feel more like my old self. i was starting to get really depressed thinking this was my life now always feeling subpar. i even regretted surgery and remnant ablation . i hope this continues but for anyone who has absolutely no thyroid i recommend you take something that more mirrors your body      s natural thyroid. your thyroid does so much more for your body than you realize. a synthetic t  only product is not going to cut it in the long run for us.,10,60,1.0,9.169385447644531,9
88780,fluticasone,rhinitis,i have been on flonase off and on  but mostly on  for almost    years. it works wonders for my allergies  no side effects  and best of all no pills.,10,58,1.5,9.148876446351803,9
47032,tirosint,hashimoto's disease,"just switched from synthroid.
i had been on synthroid for about   years. no fillers.no brain fog.so far i feel really good. a lot more expensive.
but i don      t care.. a lot more energy. much better medicine.
try it!",10,58,1.0,9.148876446351803,9
175913,levaquin,pneumonia,this medicine is amazing and i would like to thank all the inventors and people involved in developing and commercializing this medication. i was afflicted with a pneumonia and after i started taking  i started seeing a benefit within   -   hours.   days of treatment did the job and i have myself back.,10,58,4.0,9.148876446351803,9
102874,aripiprazole,depression,abilify has given me my life back.  i still suffer from insomnia and abilify hasn      t made it better  but i      m happier  can keep my thoughts on track  have more energy  and want to socialize like i used to.  my depression is gone.  i combine this with cymbalta and both have been miracle medicines for me.,10,58,1.33,9.148876446351803,9
21993,infliximab,ulcerative colitis,i had a second relapse of ulcerative colitis in     . i spent   weeks in hospital  been given a fist full of medicines and sent home. nothing worked. i contemplated having surgery to free me of the disease and wear an ostomy. to my eternal gratitude  my gastro md suggested remicade. after my last colonoscopy in       he said if i had not seen you as sick as you were... your colon looks perfectly healthy. i will accept the side effects (i have experienced none as of yet) to have my life back. remicade has assistance programs to help those who need it. i am not a spokesman  i do not sell this. but i use and will as long as i can. i wish this medicine was around for my dad as he suffered with crohns and colitis for years.,10,58,1.0,9.148876446351803,9
196473,eszopiclone,insomnia,lunesta is a wonderful medication   i have used it daily since     .  it works just as well today as when i started.  i fall asleep quickly and sleep the entire night.  waking up is no problem. the taste in the early mornings is there but i don      t mind since this drug works so well.  for those whom insurance doesn      t cover  go to lunesta website for coupon. ,10,58,1.67,9.148876446351803,9
120049,losartan,high blood pressure,i have been taking this for over a year with no side effects at all.  seems to work well.  i also take  .  mg of amlodipine with cozaar.,10,58,2.0,9.148876446351803,9
229715,lurasidone,bipolar disorde,bipolar   with psychotic features (voices/some visual when it      s real bad) week   of latuda now on    mg to replace    mg of seroquel. last dose of seroquel will be this thursday. taking lithium  lamictal (i like this one too)  topamax  several more psych meds as required  and asthma meds. latuda is great! my mood is slightly on the manic side  but sleep is perfect  so a little (safe) fun is just fine by me. everybody around me has noticed the change. i      ll let things settle for a couple months and ask the psych to drop the topamax some (i think it messes with my memory at    mg). so far no weight loss on the latuda like the rest of you seem to have noticed  but the rest is so great  i      m all in.,10,58,1.33,9.148876446351803,9
121416,venlafaxine,hot flashes,it      s literally saved my sanity!!! haven      t had a hot flush since i commenced efexor  and i was getting at least    to    daily.,10,58,1.0,9.148876446351803,9
174014,valium,anxiety,i can      t eat or be around a lot of people with out it or zannex. zannex is good but doesn      t last as long. my mom even said while i was on diazepam  it      s good to see a smile on your face:-)! it may may make you feel kind of goofy for a couple days but after that it just helps. the sedation subsides as well. a very tolerable medication that really does help. trust me!,10,60,3.0,9.169385447644531,9
35397,levofloxacin,pneumonia,this medicine is amazing and i would like to thank all the inventors and people involved in developing and commercializing this medication. i was afflicted with a pneumonia and after i started taking  i started seeing a benefit within   -   hours.   days of treatment did the job and i have myself back.,10,58,4.0,9.148876446351803,9
119589,testosterone,"hypogonadism, male",i      m    and been using   pumps daily of androl for about one year. t levels were     now are over    . i can      t tell you how much better i feel. had anxiety that needed an occasional xanax. no longer. libido improved significantly  not only feel stronger but i am stronger. every guy should get the blood work done to see what his t levels are. i have had no side effects but a better outlook on life.,10,57,2.0,9.138237401931201,9
94071,trintellix,major depressive disorde,i      ve been taking this for over a year. fortunately  i never experienced any of the side effects described by many people here.  i always have such high hopes when trying something new for mdd. this medication did not deliver the hoped-for miracle of no more depression  but i must say  my mood has improved to a degree.  i am able to get  quot up quot  for certain activities now  where this was very difficult while on other medications. this has lightened my mood better than viibryd or cymbalta.,10,57,1.25,9.138237401931201,9
56750,elavil,ibromyalgia,helps well with my anxiety as well!,10,57,1.0,9.138237401931201,9
158424,methylphenidate,adhd,"i was initially diagnosed with adhd-combined hyperactive and implulsive when i was   . up until that point  i struggled with my attention issues and excessive energy and it became increasingly difficult to cope with the symptoms as i got older. my doctor prescribed me concerta    mg once a day. i immediately noticed significant improvements. i was able to think more clearly and communicate coherently. at the same time i noticed that i had a better ability to control my attention and remain focused over a more prolonged period of time. my grades improved and my relationship with friends and family became much better.

i      m now    and still taking the medication. the therapeutic effects are still evident.",10,57,1.0,9.138237401931201,9
126758,dilaudid,pain,dilaudid is a powerful drug that works great. i found my tolerance for it raised and an increase in dosage was needed. ,10,57,3.0,9.138237401931201,9
30070,klonopin,anxiety,works great. as soon as i take it my anxiety its gone.,10,57,1.0,9.138237401931201,9
164511,diclofenac,rheumatoid arthritis,awesome works better than any other anti-inflammatory. i couldn      t walk if it weren      t for them.,10,58,1.5,9.148876446351803,9
37026,librium,anxiety,my doctor will not prescribe xanax  klonopin  or ativan for anxiety  but he was comfortable giving me a script for librium (chlordiazepoxide)   mg capsules  x a day for my anxiety.  worked well at the beginning  but like all benzo      s  the efficacy wore off after about a month of use.  was great while it worked and it was very inexpensive!  tapered off then went back on it a few months later and it worked like a charm again! on and off usage for close to   years now.,10,58,2.75,9.148876446351803,9
159450,nefazodone,depression,i was on serzone for   years and it gave me my life back.  it truly is a miracle medicine and should not get the bad rap.  i never had any liver problems  in fact i only had dry mouth as a side-effect.  it did not affect my libido or ability like the cymbalta that i am on now.  i had liver problems with depakote er and i don      t understand why it does not get the negative press.  serzone is amazing and i am going to work with my new psychiatrist to be back on it once again.  i can      t wait to get my life back once again!,10,58,1.0,9.148876446351803,9
62782,nicoderm cq,smoking cessation,awesome medication. i used to smoke    /  packs a day and quit perfectly without any slips. great patch.,10,58,1.5,9.148876446351803,9
57023,ranitidine,gerd,this is just an amazing medicine. i started on this many years ago in the uk and the relief it brought was just plain wonderful. after losing    lbs in weight  i found the medical condition pretty much went away  but with a lot of stress recently and putting   lbs back on the reflux is back. so is the zantac  thank goodness. highly recommended medication which i have always kept handy (just in case).,10,60,2.25,9.169385447644531,9
119407,testosterone,"hypogonadism, male",i started    mg of axiron on    oct it is now    nov. i feel like a gladiator  a warrior. i      m    this month  blk man  i weigh in at     lbs   -    yes that      s big but i have lots of muscle mass on me as well as fat. i checked my blood level before i started it was at    . i never would had thought my tlevel was low because i      ve always been a beast in the sack  but i did have the other symptoms.  i go to the gym   to   times a week now and lift moderately. my body swells up like i was    again. my mind is a lot sharper than without axiron and the sex life? let just say i have to chase the wife down and still have mega energy. only about    days in and i can see outlines of what      s about to happen in my body. wow! i am satisfied totally.,10,60,1.5,9.169385447644531,9
75450,azathioprine,systemic lupus erythematosus,imuran greatly improved my systemic lupus erthematous (sle) symptoms. i have neurological involvement and before this medicine my right foot was paralyzed. i can now walk thanks to this. i had blood work and all my values are normal now which was not the case before. i do not have any side effects either. it has been a lifesaver for me.,10,60,1.33,9.169385447644531,9
19359,pregabalin,generalized anxiety disorde,this drug is a miracle. it really helped me to recover from hardcore drugs. it makes me normal and not seeking any high from drugs as pregablin already makes my mood good and normal life. it makes me happy and really helped me to treat my addiction which i thought hopless. my current daily dose is    mg twice daily as prescribed.,10,60,6.0,9.169385447644531,9
217711,strattera,adhd,"struggled with life at home  at work  with relationships. i have never taken stimulants  and i had anxiety and adhd. straterra has changed my life. 

anxiety - gone
attention - noticeably improved.

this is a medication you have to be patient with. 
 
 st   weeks - felt like i was going to pass out of pure exhaustion  constipation  felt zero improvement (  mg.)
 rd week - anxiety amazingly disappeared  (  mg.). 
- realized my confusion was in fact anxiety  (not lack of intelligence). 
- job performance - started seeing noticeable improvement to the point to where i was amazing myself. 
- obsessive thoughts - gone
- can sit in my seat for longer periods of time and easily tackle many tasks like it      s a piece of cake!
- handle stress with ease",10,60,1.08,9.169385447644531,9
5827,opana,pain,love it! nothing better  works wonders for chronic migraines and arthritis plus it gets me back on my feet as if i was a teen again. gives me the little boost needed to get me through my day with limited side effects. i would recommend doctors prescribe this medicine over any other narcotic pain killers. this pill has really saved my life. it      s truly amazing.,10,59,1.4,9.1592560018841,9
228371,butrans,chronic pain,i started on the   mg but still had a lot of pain for   weeks. so now my dr started me on the   mg and now i am pain free. love love love it. ,10,59,1.33,9.1592560018841,9
228913,tadalafil,erectile dysfunction,when my wife screamed  quot god i love those pills quot  when we were having fun  i supposed that gives cialis a    rating!,10,59,2.0,9.1592560018841,9
171223,levitra,erectile dysfunction,it works the best.,10,59,2.0,9.1592560018841,9
170230,quetiapine,generalized anxiety disorde,i take seroquel    mg and jovia at night for   months already. these meds made me happy and free from my gad. they cost a lot but they are worth it. i don      t gain weight because i don      t eat a lot of carbs and sweets.  thanks for the happiness i feel. =),10,59,6.0,9.1592560018841,9
230135,glipizide,"diabetes, type 2",since going in the hospital with     count and staying   days. since june   th my count is   --    and its excellent.,10,59,1.0,9.1592560018841,9
58755,azelaic acid,rosacea,"i had rosacea for few years  was using metrogel - didn      t see any results. recently me dermatologist prescribed me oracea and finacea - i loved this combination. now i am getting compliments  how great my skin looks. this is funny - i am not getting used to that. having finally great skin at    years old.
finacea renews your skin  it does not dry you. love it !",10,59,2.5,9.1592560018841,9
87233,latuda,bipolar disorde,within the first couple of days i felt way more productive.  not as lazy  i feel happier and my mood has improved.  definitely recommend it. i also take viibryd. ,10,59,2.0,9.1592560018841,9
77648,cephalexin,upper respiratory tract infection,the only antibiotic that promptly and consistently resolves my chronic bronchitis.,10,59,1.0,9.1592560018841,9
12959,vardenafil,erectile dysfunction,it works the best.,10,59,2.0,9.1592560018841,9
206550,valsartan,high blood pressure,i have taken diovan for approximately   years with good success.  i have had no noticeable side effects and it maintains my blood pressure around    /  .,10,64,2.0,9.207574622465472,9
78419,allegra,urticaria,my husband got a very acute urtricaria on his whole body for   weeks. nothing helped really to get rid of the burning patches. benadryl caused more drowsiness then any help and additionally my husbands face was sweeling all over when taking benadryl. finally we got allegra     mg pills. and just after the first allegra pill all red patches on his skin and all swollen areas were gone for good as long as he keeps taking it twice a day     mg each tablet. this medicine is really great.,10,64,1.0,9.207574622465472,9
113828,tegretol,bipolar disorde,well im very impressed and happy others have  tegretol works  i am adhd and bipolar yup try that on for size its insane. i use to be an extremist of note but tegretol has controlled this and what i like most its not like the other medications it does not put you on just another high or a buzz  you don      t realize what it does but the people around you do. it slows you down to a more controlled state and keeps the depression down. for me combine tegretol with healthy eating no dow etc rice starch  lots of water and gym and youll be sorted no doubt.but always remember like any normal being there are ups and downs and if you realize life is not always peaches and cream  and that you will experience down time  accept  and just let it pass.,10,57,1.67,9.138237401931201,9
161056,risperidone,bipolar disorde,i was on this for about   months when i was   . it      s the only thing that has worked for me. i was able to go to school. had great relationships with everyone. only had one bad mood swing and i was having them everyday before i got on it. but i also gained    pounds and i could never get enough to eat. i      ve tried about everything and this was the only thing that helped. it doesn      t make you feel funny or blank like a lot of them. but if you eat healthy and can ignore the always wanting something to eat feeling  this is an amazing medicine and will change your life.,10,69,1.6,9.250641219070609,9
184924,canagliflozin,"diabetes, type 2",used in combination with other diabetes meds  this works great! i can eat a full carb dinner and wake up with fastings in normal range (   ).,10,69,2.0,9.250641219070609,9
29998,klonopin,anxiety,been taking benzodiazepines for near    years now. started with  mg of lorazepam once daily  but it stopped working after about   years. i got prescribed clonazepam  mg twice daily.worked like a charm for   years  then stopped having any effect. still  clonazepam is amazing compared to lorazepam. this is an amazing medication. i was prescribed an up-dose ( mg three times daily  but i usually only took one pill a day or two  because  mg is very strong). i was also prescribed xanax to take along with clonazepam due to having a panic disorder as well as generalized anxiety  but after about a year i decided that the xanax was pretty useless (and tasted like wet chalk) so asked my psychiatrist to stop prescribing it. just clonazepam. it      s great.,10,69,1.43,9.250641219070609,9
56569,elavil,depression,"i am a mother of   kids    and have anxiety/depression  i was on effexor     mg  quot  this should be illegal!  quot  didn      t work and if a dose was missed it felt like few hours of a drug  quot rush quot  like speed or cocaine...intense night sweats highly addictive avoid!   celexa
  quot  had bad sexual side effects quot   zoloft  quot robot drug quot . i am getting back to elavil    mg.  elavil is great i feel happy on it . it makes me enjoy life and little things again. i don      t  need to take much for it to work and i have no side effects at all on a     mg daily dose. i felt sleepy for two weeks when i started but it resorbs and you can then feel its full beneficial effects quickly general  mood elevation and good feeling quot . anxiety is under control on it and i sleep better.",10,69,1.11,9.250641219070609,9
97497,voltaren gel,osteoarthritis,i      ve been using this for quite awhile for my very painful osteoarthritis in my knuckles. it still amazes me how well it works. i get horrible burning pain and this works within minutes. great med!,10,69,1.0,9.250641219070609,9
25206,evamist,postmenopausal symptoms,have been on it for   months  was getting hot flashed all day long. night sweats even worse.  with days after starting the medicine  they pretty much stopped!  no more on and off with my fan- sleeping through the night!  and now  i ran out and haven      t had it in   days (need to call for a refill prescription) and its all back. covers off and on all night long. this really works for hot flashes!,10,69,2.0,9.250641219070609,9
77040,lorcaserin,weight loss,three weeks in i      ve lost   lbs.  my out of control appetite is in check  cravings for sweets have decreased.  i highly recommend belviq and so happy i found it.  only side effect so far is coughing.  i can live with that.,10,69,1.5,9.250641219070609,9
45584,fluoxetine,depression,started taking this a week ago for moderate depression and anxiety. i      ve been on zoloft and paxil before but the zoloft made me exhausted and the paxil made me gain weight and missing doses caused  quot brain zaps quot  like mini electric bolts. i felt better the very first day  and i knew the exact moment it came on. even a coworker noticed my smile was like nothing before. every day thereafter my mood has been amazing.  my doctor told me to start with   mg  and then   mg after a week but i jumped right into the   mg because i know my tolerance for medicines. i still have some social anxiety so he may bump me to   mg next visit but right now even at this dosage i feel like life is worth living and is manageable.,10,69,1.5,9.250641219070609,9
52579,armour thyroid,hashimoto's disease,"desiccated thyroid extract = works
cytomel   synthroid = works
synthroid/t  only thyroid medicines = do not work
",10,69,1.5,9.250641219070609,9
